sep=; 
EthoWatcher Open Source 
Observer
Lab
Experiment
Animal
Weight
sex
Treatment/condition
Other Info
WARNING: in this version, DECIMALS are separated by DOT(.) 
TRACKING - ACTIVITY REPORT
Registred video file are locate in C:/teste_ethowatcher/Lane maze w background femeas exemplo multiplas areas mosca 1 intrinsic noise camera virtual.vxml
Start in ;22.5;seconds ;675; frames 
End in ;56.9333;seconds ;1708; frames 
1 cm = ;108.805; pixeis
1 pixel= 8.447e-05cm2
Area Name ;Total Area
Figure Height; 480
Figure Width; 640






;;Number of pixels;Area (in cm2);Horizontal coordinate of the centroid;Vertical coordinate of the centroid;AA(in degrees);Height of the animal;Width of the animal;Object Detected;Distance travelled by the centroid;Distance travelled by the centroid;Variation of Area (from the former frame);Variation of Height of animal (from the former frame);Variation of width of animal (from the former frame);Variation of Angule of animal;Intrinsic noise (minimum variation distance traveled by the centroid)
frames;second;of the animal's body;of the animal's body;(in pixels, from0 to 640 );(in pixels, from 0 to 480 );Angle between animal and Horizontal coordinate ;in cm;in cm;true or false;(in pixels);(in cm);in cm2;in cm;in cm;in degrees;true or false
856;28.5333;174;0.0146978;532.389;22.7672;0;0.0827168;0.211387;true;0;0;0;0;0;0;true;
857;28.5667;165.5;0.0139798;545.228;23.422;-11.3099;0.0901228;0.214492;true;12.8554;0.118151;-0.000717995;0.00740597;0.00310482;-11.3099;false;
858;28.6;165.5;0.0139798;545.228;23.422;-11.3099;0.0901228;0.214492;true;0;0;0;0;0;0;true;
859;28.6333;165.5;0.0139798;545.228;23.422;-11.3099;0.0901228;0.214492;true;0;0;0;0;0;0;true;
860;28.6667;165.5;0.0139798;545.228;23.422;-11.3099;0.0901228;0.214492;true;0;0;0;0;0;0;true;
861;28.7;165.5;0.0139798;545.228;23.422;-11.3099;0.0901228;0.214492;true;0;0;0;0;0;0;true;
862;28.7333;165.5;0.0139798;545.228;23.422;-11.3099;0.0901228;0.214492;true;0;0;0;0;0;0;true;
863;28.7667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;12.1024;0.11123;-0.000886935;0.00178478;-0.0214863;11.3099;false;
864;28.8;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
865;28.8333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
866;28.8667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
867;28.9;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
868;28.9333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
869;28.9667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
870;29;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
871;29.0333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
872;29.0667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
873;29.1;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
874;29.1333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
875;29.1667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
876;29.2;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
877;29.2333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
878;29.2667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
879;29.3;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
880;29.3333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
881;29.3667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
882;29.4;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
883;29.4333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
884;29.4667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
885;29.5;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
886;29.5333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
887;29.5667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
888;29.6;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
889;29.6333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
890;29.6667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
891;29.7;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
892;29.7333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
893;29.7667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
894;29.8;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
895;29.8333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
896;29.8667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
897;29.9;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
898;29.9333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
899;29.9667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
900;30;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
901;30.0333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
902;30.0667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
903;30.1;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
904;30.1333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
905;30.1667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
906;30.2;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
907;30.2333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
908;30.2667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
909;30.3;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
910;30.3333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
911;30.3667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
912;30.4;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
913;30.4333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
914;30.4667;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
915;30.5;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
916;30.5333;155;0.0130928;557.325;23.0645;0;0.0919075;0.193006;true;0;0;0;0;0;0;true;
917;30.5667;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;10.9142;0.10031;0.00190057;0.146903;-0.104804;-84.8056;false;
918;30.6;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
919;30.6333;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
920;30.6667;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
921;30.7;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
922;30.7333;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
923;30.7667;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
924;30.8;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
925;30.8333;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
926;30.8667;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
927;30.9;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
928;30.9333;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
929;30.9667;177.5;0.0149934;546.57;24.923;-84.8056;0.238811;0.0882017;true;0;0;0;0;0;0;true;
930;31;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;13.317;0.122393;0.000464585;0.00719399;0.00324969;0.516167;false;
931;31.0333;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
932;31.0667;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
933;31.1;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
934;31.1333;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
935;31.1667;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
936;31.2;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
937;31.2333;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
938;31.2667;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
939;31.3;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
940;31.3333;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
941;31.3667;183;0.015458;533.264;24.378;-84.2894;0.246004;0.0914514;true;0;0;0;0;0;0;true;
942;31.4;167;0.0141065;519.595;24.5599;0;0.0827168;0.23896;true;13.6705;0.125642;-0.00135152;-0.163288;0.147508;84.2894;false;
943;31.4333;167;0.0141065;519.595;24.5599;0;0.0827168;0.23896;true;0;0;0;0;0;0;true;
944;31.4667;167;0.0141065;519.595;24.5599;0;0.0827168;0.23896;true;0;0;0;0;0;0;true;
945;31.5;167;0.0141065;519.595;24.5599;0;0.0827168;0.23896;true;0;0;0;0;0;0;true;
946;31.5333;167;0.0141065;519.595;24.5599;0;0.0827168;0.23896;true;0;0;0;0;0;0;true;
947;31.5667;167;0.0141065;519.595;24.5599;0;0.0827168;0.23896;true;0;0;0;0;0;0;true;
948;31.6;165;0.0139375;506.375;23.8596;0;0.0919075;0.229769;true;13.2386;0.121673;-0.00016894;0.00919075;-0.00919075;0;false;
949;31.6333;165;0.0139375;506.375;23.8596;0;0.0919075;0.229769;true;0;0;0;0;0;0;true;
950;31.6667;165;0.0139375;506.375;23.8596;0;0.0919075;0.229769;true;0;0;0;0;0;0;true;
951;31.7;165;0.0139375;506.375;23.8596;0;0.0919075;0.229769;true;0;0;0;0;0;0;true;
952;31.7333;165;0.0139375;506.375;23.8596;0;0.0919075;0.229769;true;0;0;0;0;0;0;true;
953;31.7667;149;0.012586;492.367;23.3423;-81.8699;0.222261;0.0792859;true;14.0174;0.12883;-0.00135152;0.130353;-0.150483;-81.8699;false;
954;31.8;149;0.012586;492.367;23.3423;-81.8699;0.222261;0.0792859;true;0;0;0;0;0;0;true;
955;31.8333;149;0.012586;492.367;23.3423;-81.8699;0.222261;0.0792859;true;0;0;0;0;0;0;true;
956;31.8667;149;0.012586;492.367;23.3423;-81.8699;0.222261;0.0792859;true;0;0;0;0;0;0;true;
957;31.9;149;0.012586;492.367;23.3423;-81.8699;0.222261;0.0792859;true;0;0;0;0;0;0;true;
958;31.9333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;10.9406;0.100552;-0.000633525;-0.00794562;-0.000627792;-1.00509;false;
959;31.9667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
960;32;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
961;32.0333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
962;32.0667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
963;32.1;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
964;32.1333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
965;32.1667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
966;32.2;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
967;32.2333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
968;32.2667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
969;32.3;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
970;32.3333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
971;32.3667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
972;32.4;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
973;32.4333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
974;32.4667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
975;32.5;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
976;32.5333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
977;32.5667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
978;32.6;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
979;32.6333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
980;32.6667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
981;32.7;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
982;32.7333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
983;32.7667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
984;32.8;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
985;32.8333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
986;32.8667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
987;32.9;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
988;32.9333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
989;32.9667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
990;33;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
991;33.0333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
992;33.0667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
993;33.1;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
994;33.1333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
995;33.1667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
996;33.2;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
997;33.2333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
998;33.2667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
999;33.3;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1000;33.3333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1001;33.3667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1002;33.4;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1003;33.4333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1004;33.4667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1005;33.5;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1006;33.5333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1007;33.5667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1008;33.6;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1009;33.6333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1010;33.6667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1011;33.7;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1012;33.7333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1013;33.7667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1014;33.8;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1015;33.8333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1016;33.8667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1017;33.9;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1018;33.9333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1019;33.9667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1020;34;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1021;34.0333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1022;34.0667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1023;34.1;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1024;34.1333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1025;34.1667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1026;34.2;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1027;34.2333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1028;34.2667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1029;34.3;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1030;34.3333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1031;34.3667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1032;34.4;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1033;34.4333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1034;34.4667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1035;34.5;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1036;34.5333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1037;34.5667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1038;34.6;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1039;34.6333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1040;34.6667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1041;34.7;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1042;34.7333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1043;34.7667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1044;34.8;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1045;34.8333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1046;34.8667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1047;34.9;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1048;34.9333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1049;34.9667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1050;35;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1051;35.0333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1052;35.0667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1053;35.1;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1054;35.1333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1055;35.1667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1056;35.2;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1057;35.2333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1058;35.2667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1059;35.3;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1060;35.3333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1061;35.3667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1062;35.4;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1063;35.4333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1064;35.4667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1065;35.5;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1066;35.5333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1067;35.5667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1068;35.6;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1069;35.6333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1070;35.6667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1071;35.7;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1072;35.7333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1073;35.7667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1074;35.8;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1075;35.8333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1076;35.8667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1077;35.9;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1078;35.9333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1079;35.9667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1080;36;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1081;36.0333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1082;36.0667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1083;36.1;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1084;36.1333;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1085;36.1667;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
1086;36.2;141.5;0.0119525;481.426;23.4005;-82.875;0.214315;0.0786582;true;0;0;0;0;0;0;true;
